Datetime,L1Hit,L3Hit,Miss,BigMiss,L1Hit2,L3Hit2,Miss2,BigMiss2,GT
15:11:20.699000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
15:11:20.712000,100.0,0.0,0.0,0.0,0.0,0.0,87.5,12.5,0
15:11:20.726000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
15:11:20.740000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
15:11:20.753000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
15:11:20.767000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
15:11:20.781000,100.0,0.0,0.0,0.0,12.5,0.0,75.0,12.5,0
15:11:20.794000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
15:11:20.808000,100.0,0.0,0.0,0.0,0.0,0.0,87.5,12.5,0
15:11:20.822000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
15:11:20.835000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
15:11:20.849000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
15:11:20.862000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
15:11:20.876000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
15:11:20.890000,100.0,0.0,0.0,0.0,0.0,0.0,75.0,25.0,0
15:11:20.903000,100.0,0.0,0.0,0.0,0.0,0.0,87.5,12.5,0
15:11:20.917000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
15:11:20.931000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
15:11:20.944000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
15:11:20.958000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
15:11:20.972000,100.0,0.0,0.0,0.0,0.0,0.0,87.5,12.5,0
15:11:20.985000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
15:11:20.999000,100.0,0.0,0.0,0.0,0.0,0.0,87.5,12.5,0
15:11:21.012000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
15:11:21.026000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
15:11:21.040000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
15:11:21.053000,100.0,0.0,0.0,0.0,0.0,0.0,87.5,12.5,0
15:11:21.067000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
15:11:21.081000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
15:11:21.094000,100.0,0.0,0.0,0.0,12.5,0.0,87.5,0.0,0
15:11:21.108000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
15:11:21.122000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
15:11:21.135000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
15:11:21.149000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
15:11:21.163000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
15:11:21.176000,100.0,0.0,0.0,0.0,0.0,0.0,87.5,12.5,0
15:11:21.190000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
15:11:21.203000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
15:11:21.217000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
15:11:21.231000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
15:11:21.244000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
15:11:21.258000,100.0,0.0,0.0,0.0,0.0,0.0,87.5,12.5,0
15:11:21.272000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
15:11:21.285000,100.0,0.0,0.0,0.0,0.0,0.0,87.5,12.5,0
15:11:21.299000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
15:11:21.313000,100.0,0.0,0.0,0.0,0.0,0.0,75.0,25.0,0
