Datetime,L1Hit,L3Hit,Miss,BigMiss,L1Hit2,L3Hit2,Miss2,BigMiss2,StressGT,GT
9:38:25,50,12.5,37.5,0,0,0,100,0,93.36,0
9:38:25,50,25,25,0,0,0,100,0,93.93,0
9:38:25,50,25,25,0,0,0,100,0,80.66,0
9:38:25,50,25,25,0,0,0,75,25,98.1,0
9:38:25,50,25,25,0,0,0,100,0,94.04,0
9:38:25,50,12.5,37.5,0,0,0,100,0,93.92,0
9:38:25,50,25,25,0,0,0,100,0,77.83,0
9:38:25,50,25,25,0,0,0,100,0,89.81,0
9:38:25,50,50,0,0,0,0,100,0,94.68,0
9:38:25,50,37.5,12.5,0,0,0,87.5,12.5,94.26,0
9:38:25,37.5,37.5,25,0,0,0,100,0,95.43,0
9:38:25,50,12.5,37.5,0,0,0,100,0,90.99,0
9:38:25,50,25,25,0,0,0,100,0,91.59,0
9:38:25,50,0,50,0,0,0,100,0,77.83,0
9:38:25,50,25,25,0,0,0,100,0,89.39,0
9:38:25,50,0,37.5,12.5,0,0,100,0,81.44,0
9:38:25,50,25,25,0,0,0,100,0,86.16,0
9:38:25,50,0,50,0,0,0,100,0,87.17,0
9:38:25,50,25,12.5,12.5,0,0,87.5,12.5,81.63,0
9:38:25,50,0,50,0,0,0,100,0,89.09,0
9:38:25,50,25,25,0,0,0,100,0,90.28,0
9:38:25,50,0,50,0,0,0,100,0,81.72,0
9:38:25,50,0,50,0,0,0,100,0,99.95,0
9:38:25,50,0,50,0,0,0,100,0,79.61,0
9:38:25,50,25,25,0,0,0,100,0,84.34,0
9:38:25,50,0,37.5,12.5,0,0,100,0,81.26,0
9:38:25,50,12.5,37.5,0,0,0,100,0,89.2,0
9:38:25,37.5,12.5,37.5,12.5,0,0,100,0,92.71,0
9:38:25,50,25,25,0,0,0,75,25,93.18,0
9:38:25,25,37.5,25,12.5,0,0,87.5,12.5,97.6,0
9:38:25,50,37.5,12.5,0,0,0,100,0,87.39,0
9:38:25,25,37.5,25,12.5,0,0,100,0,80.48,0
9:38:25,50,37.5,12.5,0,0,0,87.5,12.5,85.72,0
9:38:25,50,25,12.5,12.5,0,0,87.5,12.5,78.14,0
9:38:25,50,12.5,37.5,0,0,0,100,0,92.56,0
9:38:25,50,25,12.5,12.5,0,0,87.5,12.5,94.6,0
9:38:25,50,0,50,0,0,0,100,0,85.94,0
9:38:25,50,0,50,0,0,0,100,0,79.69,0
9:38:25,50,0,50,0,0,0,100,0,82.71,0
9:38:25,50,25,12.5,12.5,0,0,100,0,81.37,0
9:38:25,50,12.5,37.5,0,0,0,100,0,89.94,0
9:38:25,50,0,50,0,0,0,100,0,81.73,0
9:38:25,50,12.5,37.5,0,0,0,100,0,87.51,0
9:38:25,50,0,50,0,0,0,100,0,88.06,0
9:38:26,50,12.5,37.5,0,0,0,100,0,92.73,0
9:38:26,50,0,50,0,0,0,100,0,84.72,0
9:38:26,50,12.5,37.5,0,0,0,75,25,94.57,0
9:38:26,37.5,0,50,12.5,0,0,100,0,81.15,0
9:38:26,50,25,25,0,0,0,87.5,12.5,94.55,0
9:38:26,50,0,50,0,0,0,100,0,18.38,0
9:38:26,100,0,0,0,0,0,100,0,5.83,0
9:38:26,100,0,0,0,0,0,100,0,3.17,0
9:38:26,100,0,0,0,0,0,87.5,12.5,4.35,0
9:38:26,100,0,0,0,0,0,100,0,16.89,0
9:38:26,100,0,0,0,0,0,100,0,17.47,0
9:38:26,100,0,0,0,0,0,100,0,4.83,0
9:38:26,100,0,0,0,0,0,100,0,10.58,0
9:38:26,100,0,0,0,0,0,100,0,0.16,0
9:38:26,100,0,0,0,0,0,100,0,15.19,0
